-28.1745 -33.4618 -1


49.3757 -74.5658 1
49.3757 -74.5658 -1


49.3757 -74.5658 1
17.8024 43.1401 1


49.3757 -74.5658 1
35.9131 -78.9324 1


35.9131 -78.9324 -1
49.3757 -74.5658 -1


35.9131 -78.9324 -1
35.9131 -78.9324 1


35.9131 -78.9324 -1
-19.6496 -45.3459 -1


12.2138 48.1231 -1
-22.3816 28.6077 -1


-47.0311 72.9734 -1
-22.3816 28.6077 -1


-47.0311 72.9734 1
-47.0311 72.9734 -1


12.2138 48.1231 1
34.2578 117.867 1


12.2138 48.1231 1
12.2138 48.1231 -1


-22.3816 28.6077 1
-47.0311 72.9734 1


-22.3816 28.6077 1
-22.3816 28.6077 -1


-22.3816 28.6077 1
12.2138 48.1231 1


-49.6096 85.2452 1
-47.0311 72.9734 1


-49.6096 85.2452 1
34.2578 117.867 1


-49.6096 85.2452 -1
-47.0311 72.9734 -1


-49.6096 85.2452 -1
-49.6096 85.2452 1


34.2578 117.867 -1
-49.6096 85.2452 -1


34.2578 117.867 -1
34.2578 117.867 1


34.2578 117.867 -1
12.2138 48.1231 -1


34.2578 117.867 1
12.2138 48.1231 1


12.2138 48.1231 -1
12.2138 48.1231 1


102.45 50.5549 -1
102.45 50.5549 1


35.9131 121.068 1
34.2578 117.867 1


101.961 53.4694 1
102.45 50.5549 1


17.8024 43.1401 -1
12.2138 48.1231 -1


17.8024 43.1401 1
12.2138 48.1231 1


17.8024 43.1401 1
17.8024 43.1401 -1


69.3539 18.2925 1
102.45 50.5549 1


69.3539 18.2925 1
17.8024 43.1401 1


69.3539 18.2925 -1
102.45 50.5549 -1


69.3539 18.2925 -1
69.3539 18.2925 1


69.3539 18.2925 -1
17.8024 43.1401 -1


101.961 53.4694 -1
101.961 53.4694 1


101.961 53.4694 -1
102.45 50.5549 -1


49.3757 125.434 -1
50.2565 125.563 -1


49.3757 125.434 1
49.3757 125.434 -1


49.3757 125.434 1
35.9131 121.068 1


95.5228 73.6001 -1
101.961 53.4694 -1


95.5228 73.6001 -1
50.2565 125.563 -1


35.9131 121.068 -1
35.9131 121.068 1


35.9131 121.068 -1
49.3757 125.434 -1


34.2578 117.867 -1
12.2138 48.1231 -1


34.2578 117.867 -1
34.2578 117.867 1


34.2578 117.867 -1
35.9131 121.068 -1


95.5228 73.6001 1
101.961 53.4694 1


95.5228 73.6001 1
95.5228 73.6001 -1


50.2565 125.563 1
95.5228 73.6001 1


50.2565 125.563 1
50.2565 125.563 -1


50.2565 125.563 1
49.3757 125.434 1


-98.0392 53.4694 1
-47.0311 72.9734 1


-104.477 73.6001 1
-104.477 73.6001 -1


-104.477 73.6001 1
-98.0392 53.4694 1


-104.477 73.6001 1
-57.1076 91.4864 1


-98.0392 53.4694 -1
-104.477 73.6001 -1


-98.0392 53.4694 -1
-98.0392 53.4694 1


-47.0311 72.9734 -1
-47.0311 72.9734 1


-47.0311 72.9734 -1
-98.0392 53.4694 -1


-49.6096 85.2452 1
-47.0311 72.9734 1


-49.6096 85.2452 1
-57.1076 91.4864 1


-49.6096 85.2452 -1
-49.6096 85.2452 1


-49.6096 85.2452 -1
-47.0311 72.9734 -1


-57.1076 91.4864 -1
-104.477 73.6001 -1


-57.1076 91.4864 -1
-57.1076 91.4864 1


-57.1076 91.4864 -1
-49.6096 85.2452 -1


17.8024 43.1401 -1
17.8024 43.1401 1


49.3757 -74.5658 1
17.8024 43.1401 1


69.3539 18.2925 1
17.8024 43.1401 1


69.3539 18.2925 1
71.8388 3.85732 1


71.8388 3.85732 -1
71.8388 3.85732 1


71.8388 3.85732 -1
53.3373 -71.9632 -1


69.3539 18.2925 -1
71.8388 3.85732 -1


69.3539 18.2925 -1
17.8024 43.1401 -1


69.3539 18.2925 -1
69.3539 18.2925 1


53.3373 -71.9632 1
53.3373 -71.9632 -1


53.3373 -71.9632 1
71.8388 3.85732 1


49.3757 -74.5658 -1
49.3757 -74.5658 1


49.3757 -74.5658 -1
17.8024 43.1401 -1


50.2565 -74.4368 -1
53.3373 -71.9632 -1


50.2565 -74.4368 -1
49.3757 -74.5658 -1


50.2565 -74.4368 1
50.2565 -74.4368 -1


50.2565 -74.4368 1
53.3373 -71.9632 1


50.2565 -74.4368 1
49.3757 -74.5658 1


35.9131 -78.9324 1
-19.6496 -45.3459 1


35.9131 -78.9324 1
34.2578 -82.1325 1


-49.6096 -114.755 1
34.2578 -82.1325 1


-57.1076 -108.514 1
-57.1076 -108.514 -1


-57.1076 -108.514 1
-49.6096 -114.755 1


-19.6496 -45.3459 -1
-19.6496 -45.3459 1


-49.6096 -114.755 -1
-57.1076 -108.514 -1


-49.6096 -114.755 -1
-49.6096 -114.755 1


-58.3878 -85.5648 -1
-57.1076 -108.514 -1


-58.3878 -85.5648 -1
-19.6496 -45.3459 -1


-58.3878 -85.5648 1
-57.1076 -108.514 1


-58.3878 -85.5648 1
-19.6496 -45.3459 1


-58.3878 -85.5648 1
-58.3878 -85.5648 -1


34.2578 -82.1325 -1
34.2578 -82.1325 1


34.2578 -82.1325 -1
-49.6096 -114.755 -1


35.9131 -78.9324 -1
-19.6496 -45.3459 -1


35.9131 -78.9324 -1
35.9131 -78.9324 1


35.9131 -78.9324 -1
34.2578 -82.1325 -1


-124.96 -60.7153 -1
-28.1745 -33.4618 -1


-78.2254 -1.53311 -1
-78.2254 -1.53311 1


-78.2254 -1.53311 -1
-124.96 -60.7153 -1


-28.1745 -33.4618 1
-28.1745 -33.4618 -1


-28.1745 -33.4618 1
-38.2647 9.68975 1


-124.96 -60.7153 1
-78.2254 -1.53311 1


-124.96 -60.7153 1
-124.96 -60.7153 -1


-124.96 -60.7153 1
-28.1745 -33.4618 1


-38.2647 9.68975 -1
-38.2647 9.68975 1


-38.2647 9.68975 -1
-28.1745 -33.4618 -1


-48.3342 11.9993 -1
-78.2254 -1.53311 -1


-48.3342 11.9993 -1
-38.2647 9.68975 -1


-48.3342 11.9993 1
-38.2647 9.68975 1


-48.3342 11.9993 1
-48.3342 11.9993 -1


-48.3342 11.9993 1
-78.2254 -1.53311 1


-124.96 -60.7153 1
-142.726 -70.7979 1


-28.1745 -33.4618 1
-19.6496 -45.3459 1


-28.1745 -33.4618 1
-124.96 -60.7153 1


-28.1745 -33.4618 -1
-28.1745 -33.4618 1


-58.3878 -85.5648 1
-142.726 -70.7979 1


-58.3878 -85.5648 1
-58.3878 -85.5648 -1


-58.3878 -85.5648 1
-19.6496 -45.3459 1


-19.6496 -45.3459 -1
-28.1745 -33.4618 -1


-19.6496 -45.3459 -1
-19.6496 -45.3459 1


-19.6496 -45.3459 -1
-58.3878 -85.5648 -1


-124.96 -60.7153 -1
-124.96 -60.7153 1


-124.96 -60.7153 -1
-28.1745 -33.4618 -1


-142.726 -70.7979 -1
-124.96 -60.7153 -1


-142.726 -70.7979 -1
-58.3878 -85.5648 -1


-142.726 -70.7979 -1
-142.726 -70.7979 1


75.0398 -60.7153 1
75.0398 -60.7153 -1


75.0398 -60.7153 1
121.775 -1.53311 1


53.3373 -71.9632 1
53.3373 -71.9632 -1


121.775 -1.53311 -1
121.775 -1.53311 1


121.775 -1.53311 -1
75.0398 -60.7153 -1


71.8388 3.85732 -1
121.775 -1.53311 -1


71.8388 3.85732 -1
53.3373 -71.9632 -1


71.8388 3.85732 1
121.775 -1.53311 1


71.8388 3.85732 1
71.8388 3.85732 -1


71.8388 3.85732 1
53.3373 -71.9632 1


57.2736 -70.7979 -1
53.3373 -71.9632 -1


57.2736 -70.7979 -1
75.0398 -60.7153 -1


57.2736 -70.7979 1
53.3373 -71.9632 1


57.2736 -70.7979 1
57.2736 -70.7979 -1


57.2736 -70.7979 1
75.0398 -60.7153 1


-57.1076 -108.514 1
-104.477 -126.4 1


-57.1076 -108.514 1
-58.3878 -85.5648 1


-58.3878 -85.5648 -1
-58.3878 -85.5648 1


-104.477 -126.4 -1
-149.743 -74.4368 -1


-104.477 -126.4 -1
-104.477 -126.4 1


-57.1076 -108.514 -1
-58.3878 -85.5648 -1


-57.1076 -108.514 -1
-57.1076 -108.514 1


-57.1076 -108.514 -1
-104.477 -126.4 -1


-146.663 -71.9632 -1
-149.743 -74.4368 -1


-146.663 -71.9632 -1
-146.663 -71.9632 1


-142.726 -70.7979 1
-58.3878 -85.5648 1


-142.726 -70.7979 1
-146.663 -71.9632 1


-149.743 -74.4368 1
-146.663 -71.9632 1


-149.743 -74.4368 1
-149.743 -74.4368 -1


-149.743 -74.4368 1
-104.477 -126.4 1


-142.726 -70.7979 -1
-142.726 -70.7979 1


-142.726 -70.7979 -1
-58.3878 -85.5648 -1


-142.726 -70.7979 -1
-146.663 -71.9632 -1


